z_lo,z_hi,wave_rest,flux_norm,err_norm,n_contrib
2.8,3.2,1380.0,0.525625,0.050994,3010
2.8,3.2,1381.0,0.686327,0.052175,2969
2.8,3.2,1382.0,0.625652,0.056232,2936
2.8,3.2,1383.0,0.639075,0.053475,2903
2.8,3.2,1384.0,0.572862,0.051041,2865
2.8,3.2,1385.0,0.555394,0.053085,2825
2.8,3.2,1386.0,0.679095,0.068161,2789
2.8,3.2,1387.0,0.651972,0.055038,2756
2.8,3.2,1388.0,0.668021,0.053264,2716
2.8,3.2,1389.0,0.720321,0.062234,2685
2.8,3.2,1390.0,0.703876,0.059679,2651
2.8,3.2,1391.0,0.553238,0.055652,2619
2.8,3.2,1392.0,0.644927,0.0557,2586
2.8,3.2,1393.0,0.62925,0.065554,2554
2.8,3.2,1394.0,0.591912,0.057154,2524
2.8,3.2,1395.0,0.813423,0.057472,2499
2.8,3.2,1396.0,0.585486,0.063012,2471
2.8,3.2,1397.0,0.718627,0.062971,2437
2.8,3.2,1398.0,0.661163,0.069227,2406
2.8,3.2,1399.0,0.683513,0.065387,2369
2.8,3.2,1400.0,0.526414,0.068901,2332
2.8,3.2,1401.0,0.595681,0.067305,2299
2.8,3.2,1402.0,0.675221,0.060685,2260
2.8,3.2,1403.0,0.704055,0.070082,2226
2.8,3.2,1404.0,0.665071,0.073174,2198
2.8,3.2,1405.0,0.612294,0.064932,2168
2.8,3.2,1406.0,0.670434,0.073895,2125
2.8,3.2,1407.0,0.738156,0.071127,2084
2.8,3.2,1408.0,0.55126,0.06507,2047
2.8,3.2,1409.0,0.623596,0.064053,2018
2.8,3.2,1410.0,0.613636,0.062325,1982
2.8,3.2,1411.0,0.601126,0.065395,1943
2.8,3.2,1412.0,0.651959,0.067925,1918
2.8,3.2,1413.0,0.703474,0.062423,1870
2.8,3.2,1414.0,0.704785,0.063898,1829
2.8,3.2,1415.0,0.664334,0.066002,1777
2.8,3.2,1416.0,0.64084,0.070491,1740
2.8,3.2,1417.0,0.637659,0.067834,1688
2.8,3.2,1418.0,0.689962,0.078275,1649
2.8,3.2,1419.0,0.703131,0.081797,1598
2.8,3.2,1420.0,0.764688,0.082241,1552
2.8,3.2,1421.0,0.805435,0.099994,1521
2.8,3.2,1422.0,0.705289,0.106847,1483
2.8,3.2,1423.0,0.669954,0.08394,1441
2.8,3.2,1424.0,0.527534,0.085032,1397
2.8,3.2,1425.0,0.642049,0.086592,1360
2.8,3.2,1426.0,0.617755,0.083236,1320
2.8,3.2,1427.0,0.435426,0.087107,1276
2.8,3.2,1428.0,0.555828,0.089592,1232
2.8,3.2,1429.0,0.634815,0.092644,1189
2.8,3.2,1430.0,0.640686,0.088739,1152
2.8,3.2,1431.0,0.600617,0.080391,1112
2.8,3.2,1432.0,0.539775,0.086369,1082
2.8,3.2,1433.0,0.490459,0.082331,1049
2.8,3.2,1434.0,0.498748,0.12571,1006
2.8,3.2,1435.0,0.524035,0.101316,966
2.8,3.2,1436.0,0.804304,0.08858,919
2.8,3.2,1437.0,0.613195,0.087442,870
2.8,3.2,1438.0,0.419317,0.097969,826
2.8,3.2,1439.0,0.592987,0.097065,796
2.8,3.2,1440.0,0.506539,0.092283,768
2.8,3.2,1441.0,0.657767,0.106144,738
2.8,3.2,1442.0,0.548219,0.094917,702
2.8,3.2,1443.0,0.572185,0.094447,670
2.8,3.2,1444.0,0.476042,0.106398,623
2.8,3.2,1445.0,0.536785,0.119623,580
2.8,3.2,1446.0,0.483146,0.097287,536
2.8,3.2,1447.0,0.586454,0.106878,497
2.8,3.2,1448.0,0.58109,0.136844,471
2.8,3.2,1449.0,0.547928,0.138009,422
2.8,3.2,1450.0,0.562808,0.138609,369
2.8,3.2,1451.0,0.525824,0.134271,324
2.8,3.2,1452.0,0.698341,0.145491,274
2.8,3.2,1453.0,0.548618,0.118469,218
2.8,3.2,1454.0,0.550525,0.152197,172
2.8,3.2,1455.0,0.596087,0.15434,119
2.8,3.2,1456.0,0.526094,0.227932,72
2.8,3.2,1457.0,0.765881,0.553433,33
2.8,3.2,1458.0,,,0
2.8,3.2,1459.0,,,0
2.8,3.2,1460.0,,,0
2.8,3.2,1461.0,,,0
2.8,3.2,1462.0,,,0
2.8,3.2,1463.0,,,0
2.8,3.2,1464.0,,,0
2.8,3.2,1465.0,,,0
2.8,3.2,1466.0,,,0
2.8,3.2,1467.0,,,0
2.8,3.2,1468.0,,,0
2.8,3.2,1469.0,,,0
2.8,3.2,1470.0,,,0
2.8,3.2,1471.0,,,0
2.8,3.2,1472.0,,,0
2.8,3.2,1473.0,,,0
2.8,3.2,1474.0,,,0
2.8,3.2,1475.0,,,0
2.8,3.2,1476.0,,,0
2.8,3.2,1477.0,,,0
2.8,3.2,1478.0,,,0
2.8,3.2,1479.0,,,0
2.8,3.2,1480.0,,,0
2.8,3.2,1481.0,,,0
2.8,3.2,1482.0,,,0
2.8,3.2,1483.0,,,0
2.8,3.2,1484.0,,,0
2.8,3.2,1485.0,,,0
2.8,3.2,1486.0,,,0
2.8,3.2,1487.0,,,0
2.8,3.2,1488.0,,,0
2.8,3.2,1489.0,,,0
2.8,3.2,1490.0,,,0
2.8,3.2,1491.0,,,0
2.8,3.2,1492.0,,,0
2.8,3.2,1493.0,,,0
2.8,3.2,1494.0,,,0
2.8,3.2,1495.0,,,0
2.8,3.2,1496.0,,,0
2.8,3.2,1497.0,,,0
2.8,3.2,1498.0,,,0
2.8,3.2,1499.0,,,0
2.8,3.2,1500.0,,,0
2.8,3.2,1501.0,,,0
2.8,3.2,1502.0,,,0
2.8,3.2,1503.0,,,0
2.8,3.2,1504.0,,,0
2.8,3.2,1505.0,,,0
2.8,3.2,1506.0,,,0
2.8,3.2,1507.0,,,0
2.8,3.2,1508.0,,,0
2.8,3.2,1509.0,,,0
2.8,3.2,1510.0,,,0
2.8,3.2,1511.0,,,0
2.8,3.2,1512.0,,,0
2.8,3.2,1513.0,,,0
2.8,3.2,1514.0,,,0
2.8,3.2,1515.0,,,0
2.8,3.2,1516.0,,,0
2.8,3.2,1517.0,,,0
2.8,3.2,1518.0,,,0
2.8,3.2,1519.0,,,0
2.8,3.2,1520.0,,,0
2.8,3.2,1521.0,,,0
2.8,3.2,1522.0,,,0
2.8,3.2,1523.0,,,0
2.8,3.2,1524.0,,,0
2.8,3.2,1525.0,,,0
2.8,3.2,1526.0,,,0
2.8,3.2,1527.0,,,0
2.8,3.2,1528.0,,,0
2.8,3.2,1529.0,,,0
2.8,3.2,1530.0,,,0
2.8,3.2,1531.0,,,0
2.8,3.2,1532.0,,,0
2.8,3.2,1533.0,,,0
2.8,3.2,1534.0,,,0
2.8,3.2,1535.0,,,0
2.8,3.2,1536.0,,,0
2.8,3.2,1537.0,,,0
2.8,3.2,1538.0,,,0
2.8,3.2,1539.0,,,0
2.8,3.2,1540.0,,,0
2.8,3.2,1541.0,,,0
2.8,3.2,1542.0,,,0
2.8,3.2,1543.0,,,0
2.8,3.2,1544.0,,,0
2.8,3.2,1545.0,,,0
2.8,3.2,1546.0,,,0
2.8,3.2,1547.0,,,0
2.8,3.2,1548.0,,,0
2.8,3.2,1549.0,,,0
2.8,3.2,1550.0,,,0
2.8,3.2,1551.0,,,0
2.8,3.2,1552.0,,,0
2.8,3.2,1553.0,,,0
2.8,3.2,1554.0,,,0
2.8,3.2,1555.0,,,0
2.8,3.2,1556.0,,,0
2.8,3.2,1557.0,,,0
2.8,3.2,1558.0,,,0
2.8,3.2,1559.0,,,0
2.8,3.2,1560.0,,,0
2.8,3.2,1561.0,,,0
2.8,3.2,1562.0,,,0
2.8,3.2,1563.0,,,0
2.8,3.2,1564.0,,,0
2.8,3.2,1565.0,,,0
2.8,3.2,1566.0,,,0
2.8,3.2,1567.0,,,0
2.8,3.2,1568.0,,,0
2.8,3.2,1569.0,,,0
2.8,3.2,1570.0,,,0
2.8,3.2,1571.0,,,0
2.8,3.2,1572.0,,,0
2.8,3.2,1573.0,,,0
2.8,3.2,1574.0,,,0
2.8,3.2,1575.0,,,0
2.8,3.2,1576.0,,,0
2.8,3.2,1577.0,,,0
2.8,3.2,1578.0,,,0
2.8,3.2,1579.0,,,0
2.8,3.2,1580.0,,,0
2.8,3.2,1581.0,,,0
2.8,3.2,1582.0,,,0
2.8,3.2,1583.0,,,0
2.8,3.2,1584.0,,,0
2.8,3.2,1585.0,,,0
2.8,3.2,1586.0,,,0
2.8,3.2,1587.0,,,0
2.8,3.2,1588.0,,,0
2.8,3.2,1589.0,,,0
2.8,3.2,1590.0,,,0
2.8,3.2,1591.0,,,0
2.8,3.2,1592.0,,,0
2.8,3.2,1593.0,,,0
2.8,3.2,1594.0,,,0
2.8,3.2,1595.0,,,0
2.8,3.2,1596.0,,,0
2.8,3.2,1597.0,,,0
2.8,3.2,1598.0,,,0
2.8,3.2,1599.0,,,0
2.8,3.2,1600.0,,,0
2.8,3.2,1601.0,,,0
2.8,3.2,1602.0,,,0
2.8,3.2,1603.0,,,0
2.8,3.2,1604.0,,,0
2.8,3.2,1605.0,,,0
2.8,3.2,1606.0,,,0
2.8,3.2,1607.0,,,0
2.8,3.2,1608.0,,,0
2.8,3.2,1609.0,,,0
2.8,3.2,1610.0,,,0
2.8,3.2,1611.0,,,0
2.8,3.2,1612.0,,,0
2.8,3.2,1613.0,,,0
2.8,3.2,1614.0,,,0
2.8,3.2,1615.0,,,0
2.8,3.2,1616.0,,,0
2.8,3.2,1617.0,,,0
2.8,3.2,1618.0,,,0
2.8,3.2,1619.0,,,0
2.8,3.2,1620.0,,,0
2.8,3.2,1621.0,,,0
2.8,3.2,1622.0,,,0
2.8,3.2,1623.0,,,0
2.8,3.2,1624.0,,,0
2.8,3.2,1625.0,,,0
2.8,3.2,1626.0,,,0
2.8,3.2,1627.0,,,0
2.8,3.2,1628.0,,,0
2.8,3.2,1629.0,,,0
2.8,3.2,1630.0,,,0
2.8,3.2,1631.0,,,0
2.8,3.2,1632.0,,,0
2.8,3.2,1633.0,,,0
2.8,3.2,1634.0,,,0
2.8,3.2,1635.0,,,0
2.8,3.2,1636.0,,,0
2.8,3.2,1637.0,,,0
2.8,3.2,1638.0,,,0
2.8,3.2,1639.0,,,0
2.8,3.2,1640.0,,,0
2.8,3.2,1641.0,,,0
2.8,3.2,1642.0,,,0
2.8,3.2,1643.0,,,0
2.8,3.2,1644.0,,,0
2.8,3.2,1645.0,,,0
2.8,3.2,1646.0,,,0
2.8,3.2,1647.0,,,0
2.8,3.2,1648.0,,,0
2.8,3.2,1649.0,,,0
2.8,3.2,1650.0,,,0
2.8,3.2,1651.0,,,0
2.8,3.2,1652.0,,,0
2.8,3.2,1653.0,,,0
2.8,3.2,1654.0,,,0
2.8,3.2,1655.0,,,0
2.8,3.2,1656.0,,,0
2.8,3.2,1657.0,,,0
2.8,3.2,1658.0,,,0
2.8,3.2,1659.0,,,0
2.8,3.2,1660.0,,,0
2.8,3.2,1661.0,,,0
2.8,3.2,1662.0,,,0
2.8,3.2,1663.0,,,0
2.8,3.2,1664.0,,,0
2.8,3.2,1665.0,,,0
2.8,3.2,1666.0,,,0
2.8,3.2,1667.0,,,0
2.8,3.2,1668.0,,,0
2.8,3.2,1669.0,,,0
2.8,3.2,1670.0,,,0
2.8,3.2,1671.0,,,0
2.8,3.2,1672.0,,,0
2.8,3.2,1673.0,,,0
2.8,3.2,1674.0,,,0
2.8,3.2,1675.0,,,0
2.8,3.2,1676.0,,,0
2.8,3.2,1677.0,,,0
2.8,3.2,1678.0,,,0
2.8,3.2,1679.0,,,0
2.8,3.2,1680.0,,,0
2.8,3.2,1681.0,,,0
2.8,3.2,1682.0,,,0
2.8,3.2,1683.0,,,0
2.8,3.2,1684.0,,,0
2.8,3.2,1685.0,,,0
2.8,3.2,1686.0,,,0
2.8,3.2,1687.0,,,0
2.8,3.2,1688.0,,,0
2.8,3.2,1689.0,,,0
2.8,3.2,1690.0,,,0
2.8,3.2,1691.0,,,0
2.8,3.2,1692.0,,,0
2.8,3.2,1693.0,,,0
2.8,3.2,1694.0,,,0
2.8,3.2,1695.0,,,0
2.8,3.2,1696.0,,,0
2.8,3.2,1697.0,,,0
2.8,3.2,1698.0,,,0
2.8,3.2,1699.0,,,0
2.8,3.2,1700.0,,,0
