Star,Gaia_DR3_ID
HD  21837,3261418772388388736
HD  21417,3261192758325374080
HD  21453,3261242442507001984
HD  21542,3261198904423059456
HD  22035,3249292636603069440
HD  22094,3249343562030975360
HD  21526,3249159423897640192
HD  21887,3249126683362502784
HD  22095,3248896679274268416
HD  21073,5170028541387803008
HD  21196,3248628810753332224
HD  21215,3248610325214095488
HD  21406,3248553043234651136
HD  21632,3248258447133332096
HD  21838,3247508992520780032
HD  21633,3247453364104344320
HD  21810,3247404332757752704
HD  21905,3247430411799217920
* v Eri,3248382657587709056
HD  21491,5168870201592225664
HD  21665,5168901782487608704
HD  21936,5168702908322569856
HD  21285,5168130853037672064
HD  21419,5168514960553190272
HD  21994,5165389976708501248
HD  21040,5163290081297839488
HD  21339,5165016761230554496
HD  21394,5164846817964306432
HD  21811,5164675328510158976
HD  22077,5163910549453645184
HD  21869,5163688963500828800
BD-09   699,5165092696252362496
HD  21571,5113650223680418816
HD  22119,5113399878626535040
HD  21779,5161959122472733952
HD  21858,5161937785075253632
HD  21512,5161709189735977088
HD  21545,5161721318723609728
HD  21603,5161705307085527680
HD  22050,5113605281142714112
V* VX Eri,5161989943158127872
HD  21129,5106983781602084736
HD  21369,5113111188104986240
HD  22051,5112900769067142528
HD  21066,5105319739472780160
HD  21757,5105618359958981888
HD  21877,5105562044347847936
HD  22152,5105581079642874240
HD  21162,5104994799426979840
HD  21000,5104857154315011712
HD  21348,5104987205924789888
HD  21410,5105026582184944896
HD  21952,5102312472091476224
HD  21470,5101974269186763264
HD  21606,5101983511956404224
HD  21840,5101726599896630784
HD  21966,5101660392975966976
HD  21689,5101671422452895360
HD  21008,5099882757552596992
HD  21144,5099977315552675840
HD  21305,5100037101497408256
HD  21679,5099115843896884096
HD  21371,5098960370376027008
HD  21760,5098702775417593984
HD  21174,5086099417227308032
HD  21792,5086177959291675008
HD  22131,5086376184921204864
HD  21953,5086349384325246976
HD  21042,5060732962420707712
HD  21057,5060731416229331840
HD  21186,5060737944582760064
HD  21340,5060697056494141312
HD  21430,5060693998477478528
HD  21253,5061735648308097024
HD  21967,5084954207147772928
V* RZ For,5084915415000496384
HD  21232,5061649817681729792
HD  21308,5061658923006949120
HD  21816,5084864974907273472
HD  21445,5060755330610392576
HD  21968,5060508662047542400
HD  21298,5056808496182112000
HD  21131,5060272404487383680
HD  21431,5056913568262112128
HD  21460,5059997011183597312
HD  21762,5057358114557048576
HD  21164,5055213310968607872
HD  21501,5056517469197947392
HD  21432,5056505443289531776
HD  21668,5056427240525070464
HD  21422,5054884591351576320
HD  21747,5055643597972210176
HD  21573,5054056659096012544
HD  21897,5053879843882347904
HD  21149,5053981273830619264
HD  21988,4861587659753392384
HD  21704,5053654650156920704
HD  21557,4861063128283561344
HD  21763,4861430983642676736
HD  22099,4861151982567087872
HD  21088,4854769970402862848
HD  21221,4854535774426397184
* chi02 For,4860838961053966976
HD  21764,4853668740788228864
HD  23107,223480033312776960
BD+31   622,121282351656349440
IRAS 03333+3145,121312111485840384
* omi Per,216718178536050176
V* V734 Per,217382657221379200
[C93]  82,216728142861753600
[C93]  86,216721133475131136
IC  348    1,216697219097192448
Cl* IC  348    LRL      14,216702476137228288
V* V413 Per,217628505445722880
IRAS 03312+3255,220686934477413376
Cl* IC  348    LRL      34,216676117921705984
[C93]  45,216512943523801728
HD  22269,71339651601216128
BD+26   594,70988117118400000
BD+26   595,71049724129117568
HD  22886,68388528032874112
*  17 Tau,65271996684817280
HD  23141,70299410522268032
HD  22615,64182346300520320
*  14 Tau,57064451620025088
HD  22695,44022452711871360
BD+13   580,41213410958191104
HD  22149,3274251932806200320
HD  22227,3274329517095420544
HD  22939,3274729155212442880
HD  22557,3274758842026318976
HD  22685,3274303953450125184
HD  22724,3271301840029991680
HD  22652,3271241504329444736
*  12 Tau,3271222228516258944
HD  22929,3271210129592530432
HD  23053,3271613689014491392
HD  22271,3265018749552272512
HD  22170,3264978273780494208
HD  22199,3264607085526728832
HD  23362,3270146390748487296
HD  22483,3264702502520438272
HD  22547,3264730746225365888
HD  22605,3270761631927511168
HD  22127,3263338489626409088
HD  22673,3263507539540104320
HD  23009,3263593576324643584
*  25 Eri,3251584263648218624
HD  22712,3263504344084434176
HD  22782,3263449574661483776
HD  22819,3251413255231535104
HD  22797,3251005061540326272
HD  22806,3250924865911000576
HD  22853,3250948264892822272
HD  23223,3250731351864043136
HD  23262,3251106354048510848
HD  23315,3251109102827571072
HD  22232,3250849858601916800
HD  22454,3250761141757536000
HD  22798,3250477261599098752
HD  23364,3249680184388012800
HD  22432,3248959832473558784
HD  22588,3248154470269656320
HD  22820,3244168573116112768
HD  22283,3248017035612290560
HD  22379,3247959139453146752
HD  22201,3247155907553592448
HD  22530,3248001195772868352
HD  22943,3244633254217678976
HD  23017,3244641672353567488
HD  23064,3244567386599278080
HD  23271,3244627206903736960
HD  23340,3244613944044725120
HD  22967,3244178777958398464
*  22 Eri,3247725252713846528
HD  23019,5164211953078370304
HD  22242,5165610046536847872
HD  22321,5165134855651084416
HD  22630,3243846484928717824
HD  23084,3243892698776648832
HD  22591,3243816385797913856
HD  22585,5165272771344733696
HD  22617,3243795048400394368
HD  22714,5164500093844340608
HD  22787,3243744848822686208
HD  22807,3243774879234009984
HD  22891,3243729936696266112
HD  23317,3243088646539161088
HD  22312,5164318193389436416
HD  22408,5163846846498791296
HD  22244,5163609386346610304
HD  22343,5163541560223121920
HD  22409,5163536127088403584
BD-10   700,5163939514713068160
HD  22573,5164274930183217408
HD  23304,5164130245620569600
HD  22799,5163967139942513408
HD  23415,5116029944800058752
HD  22657,5115486545537710976
HD  22854,5115520596038558976
HD  22503,5113423655565451136
HD  22172,5113700457618073984
HD  22185,5113700766855718528
HD  23010,5115228538262244992
HD  23263,5115221494515903360
HD  23378,5114384903606407296
HD  22313,5111702301392825472
HD  23341,5108845426588904960
HD  22202,5113333358173057920
HD  22619,5111795897320061312
HD  22905,5112189694281568768
HD  22821,5108770419277574144
HD  22284,5111645951421910400
HD  22882,5108687921545791104
HD  22836,5108320615942597632
HD  22559,5102275909034268672
HD  23292,5107404104283530368
*  20 Eri,5108493960822714752
HD  22433,5100794630649126784
HD  22983,5101121185605324160
HD  22755,5100969246842395520
HD  23085,5088916469096624640
HD  23185,5088892241184084352
HD  23435,5088629634000781440
HD  22703,5088259064224172416
HD  22822,5088068024077266304
HD  22957,5088008886670071040
HD  23226,5088141485197489280
HD  23250,5087219475977726976
HD  23507,5086955868065368960
HD  22333,5084998977886749696
HD  22356,5086264515771574784
HD  22395,5086302758160357504
HD  22411,5085494067354439168
HD  22381,5085479395746538368
HD  22457,5085539834525773312
HD  22473,5085495196930832512
HD  22575,5086396319726636416
HD  22800,5085581890847746816
HD  22893,5085160636158122368
HD  23470,5082281672337080448
HD  22883,5081325578256773504
HD  22824,5081267682097684352
HD  23024,5081230161263426944
HD  23306,5080557839966360704
HD  22248,5055818970077063040
HD  22476,5055758703096008320
HD  23561,4863458551803786368
HD  22234,5057085847990085120
HD  22396,5057047846119432832
HD  22247,5055845598874238976
HD  22334,5055834294520309120
HD  22894,5056385115485687680
HD  23122,5080373744784702464
HD  22620,5056175963462420480
HD  22997,5055920846701004160
V* AM For,4863724393100650368
HD  23531,4863748444916544384
HD  23455,4861981873327868288
HD  22477,5055555602682178304
HD  22322,5055405107026636928
HD  22728,5055493652073939200
HD  22907,4863290223445749888
HD  23070,4863233495517760000
* del For,4863608218527472000
HD  23331,4863017578922023424
HD  22801,4863089322055544448
HD  23165,4862813344636688896
HD  23213,4862057086795089152
HD  23547,4862089453668623360
HD  22425,4860300513890848000
HD  22277,4861601236146412416
HD  22647,4861327973147317248
HD  22756,4861256058214972160
HD  22925,4862768848775588096
HD  23214,4861945829962352640
HD  22560,4861215719882191232
HD  22771,4860468223773988992
HD  22826,4860395037531321088
HD  23087,4860412011242094720
HD  23114,4860419398585840640
HD  22862,4860276565153152256
HD  22286,4859417812211786240
HD  22792,4859570094572212096
HD  22662,4856402504651898112
HD  23562,4855413906259417216
CD-39  1100,4856317429939765376
TYC 2365-1327-1,218951595893575808
[GBM90] Per 75,216728757040319744
HD  23962,217295044183494400
TYC 2356-186-1,216285074035608064
V* V397 Per,168450545792008448
V* X Per,168450545792009600
HD  24505,166737163078935936
TYC 1804-2134-1,69853489838109056
*  20 Tau,65283232316451328
Cl Melotte   22   874,65218601651442688
V* V359 Tau,66752042414936704
Cl Melotte   22  1121,65211386105879808
BD+23   532,65206507023031040
Cl Melotte   22  1083,65211038211447552
Cl Melotte   22  1087,65211454825357952
Cl Melotte   22  1259,65210630191630976
Cl Melotte   22  1420,64992067895753600
*  27 Tau,66526127137440128
HD  24154,63845586506187648
HD  23950,64053566003097984
HD  23502,36147204974506368
HD  23841,3302605691988703104
TYC  661-1226-1,3302818791086283136
HD  23526,3276860524145383040
[R78b] 245,3273428501677281024
HD  23442,3271843452586921472
HD  23467,3271418525702667264
HD  23527,3269622885774859520
HD  24264,3270388489465852032
HD  24380,3270222119613240064
HD  24089,3270196074931539328
HD  23887,3257625117972084224
SA  95-301,3257695899033845120
HD  24196,3257462081013585280
HD  23876,3251187443031654400
HD  23992,3251212078964343936
HD  24016,3251240975503995648
V* SU Eri,3250455133929795456
HD  23877,3250307868089228928
HD  24077,3250358308186574720
HD  23736,3249614419848772480
HD  23915,3250246879553759104
HD  24750,3246986312181151488
HD  24107,3246517885869100032
HD  24412,3246237098086756480
HD  24604,3246624332337408896
HD  23516,3244396859217601280
HD  23795,3246285614036131456
HD  24120,3246095669108689152
*  30 Eri,3246020081979327616
HD  24556,3244938506134150656
HD  24645,3245188473231326208
HD  24782,3195273806425946496
HD  24338,5114638959512911104
HD  23666,3194559776702294016
HD  23635,5116065953805889792
HD  24486,3193447719473700096
* pi. Eri,5114760146310175488
HD  23557,5114270481381345152
HD  24561,5114550208308810240
HD  23917,5114032235253254784
HD  23938,5113993546187916032
HD  23993,5114041306224168832
HD  24539,5111440377108550144
HD  24384,5110931509383501696
HD  24810,5111057334744891264
HD  24148,5108073462048491264
HD  23737,5110825372152213760
HD  23541,5109207303352386688
HD  23781,5109041964288906880
HD  23780,5110762287672942464
HD  23812,5109241285133656704
HD  23868,5110553414822417280
HD  24522,5110602308730033408
V* GO Eri,5109859519905771904
HD  24218,5110460712248433280
HD  23599,5107134895732904320
HD  23691,5107124209854313344
HD  24659,5094900836008611840
HD  24784,5094885992601625472
HD  23615,5108029588959997568
HD  23491,5107506290145451776
HD  23813,5107552469633827072
HD  24316,5107766874400178176
HD  24773,5095715024368923008
HD  24081,5107265187860420352
HD  24471,5095566281061952256
HD  24497,5095569476517615360
HD  24795,5093576783490291840
HD  24109,5094719725827435520
V* GN Eri,5094746079746726656
HD  24704,5094092248284954240
HD  23978,5088686391991213568
HD  24006,5087896225384479232
HD  24328,5087861315890327936
HD  24753,5093644300376145536
V* BU Eri,5088684334703914240
HD  23904,5083859883840147584
HD  23574,5087357670845316480
HD  23573,5087749578021294976
HD  24184,5087411237677679104
HD  24359,5087391824425538432
HD  24473,5084412491511400320
HD  24487,5084413213065869568
HD  24822,5084137373086753408
HD  23979,5086967241138654592
HD  24174,5083947844770437376
V* T Eri,5084084630886477952
V* AN For,5082208039417811840
HD  23756,5083792126436161664
HD  23815,5083798822287607680
HD  24764,5082399148282609536
HD  24797,5082644270655622656
HD  24798,5082442372833413888
HD  24046,4888048957560882432
HD  24304,4888007932033329664
CD-29  1464,4887997933349445120
HD  23545,5080602821160328960
HD  23879,5081011873845453056
HD  24860,4888537209442835584
HD  24743,4888192168950339840
HD  23637,4863558401203591168
HD  23657,4887901451204091264
HD  23829,4887894063861432064
HD  23869,4887950654349365632
HD  24247,4887974122050795776
V* GQ Eri,4888099775613949440
* rho For,4887842970929434880
HD  24360,4887761126031781376
HD  24811,4886965595009669120
HD  24267,4887613585315809664
HD  24361,4887572525428563712
HD  24349,4862743216411130240
HD  23783,4863364062523390848
HD  24248,4862652266183767808
HD  24232,4862326020465829248
HD  24606,4862368042427251328
HD  24823,4859368093670414464
HD  23994,4861911160986212224
HD  24057,4861897657609053440
HD  24590,4859137127509071232
HD  23739,4857061112116879360
HD  24209,4858698422369646848
HD  24787,4858462886362959744
HD  24150,4858363277481533056
* g Eri,4858358982514762368
HD  23929,4856837155342570496
HD  23716,4855820244525561984
HD  23785,4856611033904207360
HD  24766,4857210302100761856
HD  24268,4855475685069503872
V* GL Eri,4855576118584648448
HD  24488,4855508498619561472
HD  24663,4843479429094579456
HD  24673,4855586289067184768
HD  24767,4855627005357093760
V* GM Eri,4843436303326385536
HD  24744,4843381538200043904
* eps Per,229898024422755840
* ksi Per,219375904303684224
HD 279277,225554335018427520
HD  25658,169226869722169472
HD  25834,168903510225237248
HD  24768,67047330006295936
HD  25894,163824934735578624
V* V1295 Tau,163488243658690560
HD  25230,50612242511468288
HD  25627,46442825698985600
HD  25186,38928728875067392
GSC 00659-00521,3301396813313143040
BD+05   566,3273798624779368576
HD  25035,3272087230633483264
HD  24792,3271925950318352128
HD  25113,3272738764289153664
HD  25114,3272115719153306368
HD  24763,3258347428391707392
HD  25001,3258057019883277312
HD  25162,3258047158638413312
HD  25881,3258458960102650240
HD  25826,3256874185890169344
HD  25542,3252962432756140800
HD  24819,3256218288547793792
HD  24924,3256139677762803840
HD  25813,3253623720280707968
HD  25559,3253209238756810240
HD  25781,3253001534138376192
HD  25980,3253367224834100096
HD  24963,3253077744037741824
HD  25040,3253028059856131456
HD  25041,3246753009557580416
HD  25671,3252885638740977792
HD  25433,3245859072244395136
HD  25647,3245670506000127744
HD  24890,3196803020941496448
HD  24780,3245378791821620352
HD  24831,3245282309676366976
HD  24986,3245108827357221888
HD  24845,3244860440808629632
HD  24949,3196814771972006016
HD  25069,3245123980001812864
V* GR Eri,3196956505892475648
HD  25434,3197367517083184384
HD  25827,3197284710113798656
HD  25572,3196675782533486464
HD  24964,3193973943163575936
HD  26068,3190796766876084608
HD  25042,3194787135091431296
HD  25698,3196590471598601216
HD  25801,3196585592517391360
HD  25852,3196579545203444480
HD  25188,3194996965716794624
HD  26002,3195629773315285120
HD  25323,3193945733818396928
HD  25802,3193876361506530048
HD  25954,3195804183347655808
HD  25585,3190623250197270400
V* CY Eri,3190737736845597824
HD  25561,3189919631475140992
HD  25922,3189932722535524096
HD  25943,5110073890313202688
HD  24834,5111141722262938368
HD  25165,3189770372771331712
HD  25242,3189777760115073408
HD  25723,3188967248247014784
HD  26094,3189052700916751872
HD  25783,5110150512529694464
HD  25219,5097297805716992384
HD  24926,5095376271708044288
HD  25342,5097073161747494144
HD  25231,5095517284074644096
HD  26024,5096169191390066048
HD  26004,5094317716888149504
HD  25189,5093846060759518464
HD  25574,5094143650453842432
HD  25661,5094182614397133440
HD  25684,5094179212783035520
HD  25944,5091106043423449216
HD  25344,5093762085559031552
HD  25467,5090747843151061760
HD  25622,5090659538623512320
HD  25755,5091148271541920512
HD  25756,5090663799231058560
HD  25838,5091071580605939328
HD  25882,5090845798468420352
HD  25701,5090463585035244288
HD  25702,5083041503591759360
HD  25083,5084051886057739776
HD  25575,5090253612674266752
HD  25283,5084208394665430144
HD  25828,5089488627459034496
V* DP Eri,5083116132943397760
HD  26036,5083064318458054656
HD  26165,4890907309835605376
HD  25084,5083182103640558464
HD  25016,5082556618963235200
HD  25386,5082962510552728576
HD  25676,4890725271942051200
HD  26149,4890776296153362048
HD  25576,4890704003264025600
HD  25577,4890216129338822016
HD  26120,4890351781585958144
HD  25045,4887348740452393216
HD  25899,4887139146048432000
HD  25051,4888578990884649472
HD  25468,4887500885373445888
HD  25578,4889028897299488000
HD  25872,4888965812819331328
HD  26009,4887226454143584000
HD  25857,4887144437448133760
HD  25963,4883223574686794880
HD  24918,4887343655211132288
V* GS Eri,4886589733831741184
HD  25502,4887002806606170368
HD  25096,4859032845703695232
HD  25177,4859291402734408448
HD  25395,4883159120113749632
HD  25964,4882413857388718336
HD  25396,4883053532637877120
HD  26174,4882229792270101504
HD  25840,4882189655799248512
HD  26010,4857903784700711680
HD  26025,4881980134411647232
HD  26154,4881907566643818624
HD  26175,4881906810729572224
HD  25220,4858010918364780288
HD  25325,4858033561432348928
HD  25420,4857795998201113728
HD  26203,4845846127873219456
HD  25168,4857399589899638656
HD  26070,4845627217683689856
HD  25611,4845226862308764032
HD  25841,4845025578665167744
HD  26143,4845389761828209280
CD-38  1415,4845214389723720192
HD  25129,4857171750474333696
HD  25072,4843597454795864320
HD  25038,4843301720527800320
HD  25244,4845154913016701056
HD  25481,4845081138361817472
HD  25758,4844985382067477120
HD  25286,4845082718909773184
HD  25713,4844810181761733888
V* CX Eri,4844809494566962304
V* CZ Eri,4844078594212164480
HD  26243,4844177722057284480
HD  25678,4844005648487635712
HD  26135,4843645554133532288
*  49 Per,225643223661003392
HD  26605,225802481047477632
HD  26311,169965226141990272
HD  26125,168933574995692288
HD  26526,169581187344682624
HD  26688,169485289315318016
HD  26814,166477643977074432
HD 281691,164088748804295168
2MASS J04170178+2821593,164676025452293632
2MASS J04180537+2828011,164519173246635904
HD  27159,164491784238939904
HD  26946,150710956469839872
2MASS J04173746+2811230,164482477046061696
HD  26514,149763929068330496
HD 284179,52879126249547392
TYC 1276-629-1,49524378833752192
V* V1137 Tau,52804325099280768
* ome01 Tau,48794509270782976
HD  26038,46741446184164224
HD  26398,45892863725449344
HD  26546,46042431666550400
HD  27029,3312333174437187584
HD  27236,3299447344836750208
HD  26606,3284692104950909056
HD  26065,3260058337204587264
HD  27270,3284818411348661248
V* V1138 Tau,3284264944683573632
HD  27215,3283451233062366976
HD  26527,3255321434953980288
HD  27146,3259124680033908224
HD  26448,3259252390884600704
HD  26795,3259133476126836864
HD  27161,3259093859348544896
HD  26607,3259042972577190528
HD  26640,3259027854292713728
HD  26796,3258957863505346048
HD  26373,3258607222374165376
HD  27008,3255633455737450240
HD  27007,3255880261738996096
HD  27137,3255833051458561536
HD  26083,3253397083446703104
HD  26314,3253340115000606720
HD  26516,3255078855201150336
HD  26768,3255037073759346560
HD  26804,3252651099165102592
HD  26914,3254213402111984256
HD  26963,3254139975351170944
HD  27091,3254191824196259072
HD  26661,3252615880435555328
HD  26845,3252407763500514944
HD  26084,3252056297735770368
HD  26215,3252138554949382016
HD  26132,3251656968856496768
HD  26186,3251666555223483648
HD  26229,3203571820680815744
HD  26216,3203557801907630976
HD  26503,3251858003389273344
HD  26608,3203632877936489728
HD  26662,3203640505798380416
V* GX Eri,3203727573375366784
HD  26236,3197212245425656832
HD  26663,3196402352032666240
*  37 Eri,3196262301738787968
HD  26463,3196206123566649088
HD  26534,3196217737158182016
HD  26649,3196310920768790784
HD  26827,3196112115322612480
* omi01 Eri,3196359642878570368
V* IU Eri,3191319069258921856
V* DD Eri,3195550127439875328
HD  26294,3195764463490143616
HD  26993,3192798221636056192
HD  26464,3195447907219959168
HD  26584,3192448714377211648
HD  26938,3192154491938142720
HD  27132,3192128515975919104
HD  26106,3190343145313276032
*  39 Eri,3191969567826137600
HD  26902,3191185959632424448
HD  26465,3189629738362527488
V* BM Eri,3191955033656822656
HD  26751,3189232161830187648
HD  26296,3188773184444574720
HD  26359,3176464873326419840
HD  27113,3177068642648600064
HD  26849,3176641276222791168
HD  27325,3175597496090533632
HD  27064,3176308055480545792
HD  26549,5097665661075813760
HD  26829,5096926617462877184
HD  26850,5096847761863406208
HD  26994,5096665002414590208
HD  27163,3175328798640318208
HD  27313,3175118693136539392
HD  26625,5096514747278874240
HD  26694,5096828417330726656
HD  27261,3175056708168547840
V* DE Eri,5092540287622161408
HD  27400,5091769529971281408
HD  26626,5096409846997727360
HD  27115,5093410138759336064
HD  26806,5096388853197643136
HD  26412,5092838633230496000
HD  26411,5092863612760255104
HD  27040,5093296648543626496
HD  27352,5093026546639782784
HD  26712,5092556986454982912
HD  26260,5091188399419958784
HD  26327,5091217231536900608
HD  26238,5090871744367666560
HD  26289,5090797011936788736
HD  26338,5090982657602752384
HD  26642,5092467268882237824
HD  26741,5090135037216748032
HD  26917,5091679129499565952
HD  26916,5091691808243084928
HD  27152,5091660575240883968
V* GZ Eri,5091648579396153856
HD  27116,5089772267099919232
HD  26817,4896555501067935872
HD  26339,4890837559566751616
HD  27165,4897400132155980032
HD  26742,4897071309460124416
HD  27300,4897202254423359616
HD  26428,4896826736842656384
HD  27218,4896719255283709824
HD  26240,4890821651007987456
HD  26388,4890567492023598080
HD  26217,4889200421112945024
HD  26486,4890520522261231872
HD  27286,4886370003304596352
HD  26281,4884128236534763008
HD  26390,4888872350033908608
HD  27077,4886236167827197440
HD  27354,4886188686965541888
HD  26557,4888809063692576640
HD  26904,4885816845876783104
HD  27032,4886148726589874816
HD  26697,4885404219778404992
HD  26771,4885406831118509312
HD  26920,4885508982621015040
HD  27287,4884679847774402688
HD  27095,4885425076139996160
HD  26479,4882767105562324480
HD  26635,4882566930022984704
HD  27050,4884454619689566464
HD  27169,4884449809326256000
HD  26921,4882946708211555840
HD  26442,4882819714618732544
HD  26785,4882591222357991936
HD  27141,4882637126968478976
CD-31  1752,4884511622495522688
HD  26699,4869834413574689280
HD  26957,4869583999801711232
HD  27096,4869663851833411584
HD  26381,4882387469109665152
HD  26340,4882143927284402944
HD  26225,4881910281063137024
HD  26317,4881911655452663680
HD  26698,4882536109337739136
V* GV Eri,4882070603602791296
HD  26851,4870059985256976640
HD  27067,4870440725517891840
HD  26575,4869919144689429120
HD  26714,4870023735733101184
HD  26998,4869976388013659136
HD  27341,4870150969844201344
HD  27413,4870085858139996288
HD  27392,4868938552116040960
HD  26730,4844504551888540416
HD  27017,4844396353072909184
HD  26282,4845761705996149504
HD  26242,4845733393571752448
HD  26443,4845582726118836352
V* DF Eri,4869550499056910336
HD  26480,4845483078581391488
HD  26926,4868769364765266944
HD  26852,4844640444654333184
HD  26879,4844419064859896960
HD  26979,4844619382134710144
HD  26363,4843863570969306752
HD  27364,4841327513040135424
HD  26506,4843887863304277120
HD  26863,4844211257161152896
HD  26999,4844196310676084352
HD  26586,4843789182134980608
HD  26752,4843799730575449856
HD  26927,4841177257904663552
HD  27393,4841152209655399040
HD  26489,4840655780154972288
HD  26853,4840771808695161728
HD  27018,4840729206916236416
HD  27432,4840831358418444160
HD  27278,228361147685271296
HD  27428,172682119369518976
HD  27349,166534337543253120
HD  27481,166323334388595712
HD  27596,172556878123502976
HD  27259,166184624127019264
HD  27323,166283064775347840
HD  27514,165335113953838976
HD  27971,171503786502766592
HD  27933,165012853965799168
HD  27796,164970935087276032
* phi Tau,152375376557185152
HD  27482,152361426502650496
BD+25   697,150738512980506752
IRAS 04262+2735,152584519986221696
2MASS J04202471+2703532,152350809343536512
2MASS J04280147+2618101,151270191274510464
2MASS J04281440+2622409,151367571068607360
2MASS J04281884+2623169,151367708507559040
2MASS J04291217+2618592,151317268411629568
HD  27248,149100309373816192
BD+22   673,148853640812514816
IRAS 04204+2453,149627834438028544
IRC +20082,149374671884595840
2MASS J04274047+2610193,151267579934326656
2MASS J04282842+2608177,151219029624756352
2MASS J04294651+2431493,146365957097540224
HD  27627,145754903510287744
HD  28272,146125889903821056
HD  27639,49177620354353152
HD  27525,47535224859776768
* eps Tau,48026706558487040
* del Tau,3314024566919613952
HD  28124,3313747696146756992
HD  28293,3312910143164421504
HD 285801,3312948351193360896
HD 285803,3312930067516489856
* tet01 Tau,3312748824193704832
GAT 1076,3312921619316919552
* tet02 Tau,3312744219988782720
* pi. Tau,3310973422151441024
HD  28424,3307836481117880320
HD  27571,3283988859888960000
HD  28086,3283752881502155776
V* V1145 Tau,3285406714492726784
HD  27772,3283758516499235328
HD  27698,3280263959308536576
HD  27838,3280254853977922048
HD  27324,3256020140232824960
HD  27465,3256030070197262976
HD  27549,3255762991950784512
HD  28191,3279907614462879616
HD  28322,3279137956323081344
HD  27800,3254910629921163520
HD  28101,3254898260415386240
HD  28477,3279048243045670272
HD  28519,3278728079003020160
HD  27351,3254287241189202816
HD  27421,3254080258124354944
HD  27611,3254728523307785856
HD  27719,3254508792781065472
HD  27954,3254532913317566592
HD  28071,3254633175033710208
HD  28159,3254465911827601792
HD  27751,3205935049125191552
HD  28260,3205710473875372544
HD  28488,3205625055565866752
HD  27810,3202939670215112832
HD  28054,3202739490380011520
HD  28088,3202691730343683968
V* DQ Eri,3205789501274907776
HD  27574,3203921224861195264
HD  27992,3205556748405825280
HD  28207,3205582208972191232
HD  28219,3204729911365337984
HD  28240,3204726479687923072
HD  28531,3204317323923567104
HD  28530,3204424457587653632
HD  28193,3202795084434869504
TYC 4730-1490-1,3203108307810512256
HD  27581,3202337515800087296
HD  27410,3202119881216820608
V* EK Eri,3202223888145435136
HD  28037,3202634899336572544
HD  27974,3202635998848208640
HD  27651,3202233543231887488
HD  27948,3199162504176254080
HD  27937,3199111583044033920
HD  28384,3198892161754984832
HD  27564,3192527226379938176
HD  28310,3197947028428707328
HD  27708,3191655141860155648
HD  27754,3191465785342026624
HD  28102,3191433487187986432
HD  27613,3190844973589011968
HD  27487,3177218451107833856
HD  28103,3179364526007248384
HD  28152,3178906819932075520
HD  28357,3179273747578461696
HD  27423,3176956732980648448
HD  27565,3176995318966822656
HD  27499,3175958823099324544
HD  27676,3175994797745347712
HD  28241,3175773555389874688
HD  28038,3175723184013230208
V* HI Eri,3172744503935112704
HD  28366,3170876914716233088
HD  27508,5093496656578701056
V* DG Eri,3172041022652647552
HD  27399,5093463533792621824
HD  27582,5093468722113157632
HD  28115,3172125444528591360
HD  28558,3172353524471840000
HD  28172,3170945084436997120
HD  28387,3170936803740083328
HD  28141,3172601670502441344
HD  27629,5092251700180131328
HD  27653,5092195968684583808
HD  28263,3170846884304834176
HD  27652,5092287606106720000
HD  27766,5092193151186021120
HD  28209,5092095878766776576
HD  28367,5092084059016729472
HD  28479,5092072926459785216
HD  27678,5091600102101509120
HD  28559,4899795040280347648
HD  27584,5091369788775556736
HD  27583,5091384426024092160
HD  27529,4897565127619595904
HD  27666,5091465652445416960
HD  27871,4899284042251001472
HD  28075,4899321253847593728
HD  28222,4899256966777182464
HD  27872,4899114369566665344
HD  27949,4898814722584734976
HD  28296,4898073273790378112
HD  28438,4898163742981936512
HD  28451,4898014106320948992
HD  27452,4897131400345421184
HD  27600,4896341920934746752
HD  27518,4895950151195235456
HD  27643,4896337522888235392
HD  27964,4896521794164587520
HD  28104,4896408853704731776
HD  27881,4896293027025282816
HD  28426,4892933366168367872
HD  28339,4891225652812053888
V* EQ Eri,4891042408030012928
HD  27488,4892409895554159616
HD  28243,4892902266308253568
HD  28599,4892724699477429248
V* DH Eri,4892122613782006016
HD  27906,4892106086747974528
HD  28090,4892051901439095296
HD  28173,4891292448143380992
CD-27  1701,4892280324981220224
HD  27576,4884645762913975936
HD  27736,4886010085045420800
HD  27890,4885067631781280512
HD  28251,4884880401271030272
HD  28326,4884940122792487552
HD  28389,4884916655091165952
HD  27862,4884411498217818496
HD  28011,4884748464172088448
HD  28297,4872744958292379776
*  43 Eri,4871775051598300160
HD  27702,4872130468730236288
HD  27976,4871854968052649344
HD  28231,4871986638866944896
HD  28390,4872015329248441216
HD  28418,4871923657466555904
HD  28686,4871100157616823168
HD  27993,4868976863224973312
HD  27470,4870503947436774400
HD  27940,4869303933574043776
HD  27941,4869299020131460480
HD  28078,4869376879299154688
HD  28077,4869402855261346560
HD  28196,4869439414022873088
HD  28266,4869424742414658560
HD  28379,4869208379141591424
HD  27915,4869278644806637824
HD  28468,4865980900197382400
HD  28429,4865978391936447744
HD  27618,4868853546123416448
HD  27539,4868510567214905088
HD  27688,4865422898045920896
HD  27645,4865373076425346944
HD  27747,4868553379449102848
HD  28130,4865554736362263680
HD  27804,4868534481593003904
HD  28657,4865201861849472128
HD  27999,4865333150409382400
HD  28030,4865138330692826880
